filename,left_sensor,top_sensor,right_sensor,position,left_name,liquid,veggie,meat,left_total,top_total,right_total
2020_03_09-red_curry_pork-1.jpg,8,129,7,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-2.jpg,9,127,6,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-3.jpg,10,127,6,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-4.jpg,10,127,5,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-5.jpg,12,127,4,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-6.jpg,12,127,4,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-7.jpg,9,129,7,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-8.jpg,8,129,7,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-9.jpg,11,124,5,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-10.jpg,14,124,2,left,red_curry_pork,0,4,0,4,143,0
2020_03_09-red_curry_pork-11.jpg,22,124,3,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-12.jpg,16,126,5,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-13.jpg,22,120,7,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-14.jpg,23,125,6,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-15.jpg,22,125,2,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-16.jpg,25,124,1,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-17.jpg,24,126,4,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-18.jpg,22,125,6,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-19.jpg,22,122,7,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-20.jpg,21,128,3,left,red_curry_pork,0,15,0,15,143,0
2020_03_09-red_curry_pork-21.jpg,25,127,3,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-22.jpg,25,129,5,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-23.jpg,27,121,7,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-24.jpg,28,127,7,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-25.jpg,29,124,8,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-26.jpg,27,128,1,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-27.jpg,26,126,6,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-28.jpg,26,128,5,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-29.jpg,26,129,4,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-30.jpg,26,121,11,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-31.jpg,33,125,0,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-32.jpg,25,132,4,left,red_curry_pork,0,15,7,22,143,0
2020_03_09-red_curry_pork-33.jpg,31,126,7,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-34.jpg,31,126,7,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-35.jpg,29,129,4,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-36.jpg,32,129,3,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-37.jpg,36,121,10,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-38.jpg,32,130,8,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-39.jpg,32,120,14,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-40.jpg,32,129,4,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-41.jpg,31,124,7,left,red_curry_pork,0,23,7,30,143,0
2020_03_09-red_curry_pork-42.jpg,48,123,6,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-43.jpg,42,126,7,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-44.jpg,38,127,10,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-45.jpg,47,116,11,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-46.jpg,39,125,10,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-47.jpg,42,123,13,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-48.jpg,41,122,12,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-49.jpg,45,125,6,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-50.jpg,46,119,11,left,red_curry_pork,0,35,7,42,143,0
2020_03_09-red_curry_pork-51.jpg,52,115,14,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-52.jpg,51,127,8,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-53.jpg,41,130,15,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-54.jpg,48,127,7,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-55.jpg,48,125,13,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-56.jpg,45,125,13,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-57.jpg,52,120,12,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-58.jpg,52,121,13,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-59.jpg,46,124,13,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-60.jpg,52,119,16,left,red_curry_pork,11,35,7,53,143,0
2020_03_09-red_curry_pork-61.jpg,58,118,16,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-62.jpg,56,128,5,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-63.jpg,55,117,23,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-64.jpg,52,126,15,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-65.jpg,59,126,8,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-66.jpg,56,119,18,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-67.jpg,62,123,5,left,red_curry_pork,11,43,7,61,143,0
2020_03_09-red_curry_pork-68.jpg,55,125,12,left,red_curry_pork,11,43,7,61,143,0
