filename,left_sensor,top_sensor,right_sensor,position,left_name,left_total,top_total,right_name,liquid,veggie,meat,right_total
2020_03_09-stir_fried_veggie-1.jpg,83,118,30,right,red_curry_pork,94,143,stir_fried_veggie,7,0,0,7
2020_03_09-stir_fried_veggie-2.jpg,85,118,28,right,red_curry_pork,94,143,stir_fried_veggie,7,0,0,7
2020_03_09-stir_fried_veggie-3.jpg,84,116,27,right,red_curry_pork,94,143,stir_fried_veggie,7,0,0,7
2020_03_09-stir_fried_veggie-4.jpg,88,113,34,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-5.jpg,87,117,33,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-6.jpg,86,118,33,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-7.jpg,88,113,34,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-8.jpg,87,117,34,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-9.jpg,86,117,34,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-10.jpg,87,115,33,right,red_curry_pork,94,143,stir_fried_veggie,7,8,0,15
2020_03_09-stir_fried_veggie-11.jpg,88,116,41,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-12.jpg,90,118,36,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-13.jpg,87,119,37,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-14.jpg,90,115,38,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-15.jpg,87,116,41,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-16.jpg,89,116,42,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-17.jpg,90,120,36,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-18.jpg,87,115,43,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-19.jpg,89,114,39,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-20.jpg,88,114,38,right,red_curry_pork,94,143,stir_fried_veggie,7,15,0,22
2020_03_09-stir_fried_veggie-21.jpg,88,116,44,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-22.jpg,91,110,47,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-23.jpg,92,113,42,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-24.jpg,88,115,47,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-25.jpg,88,115,45,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-26.jpg,90,113,46,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-27.jpg,87,115,46,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-28.jpg,90,114,45,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-29.jpg,91,111,46,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-30.jpg,89,114,45,right,red_curry_pork,94,143,stir_fried_veggie,7,21,0,28
2020_03_09-stir_fried_veggie-31.jpg,91,115,50,right,red_curry_pork,94,143,stir_fried_veggie,7,21,6,34
2020_03_09-stir_fried_veggie-32.jpg,90,119,48,right,red_curry_pork,94,143,stir_fried_veggie,7,21,6,34
2020_03_09-stir_fried_veggie-33.jpg,89,110,57,right,red_curry_pork,94,143,stir_fried_veggie,7,21,6,34
2020_03_09-stir_fried_veggie-34.jpg,89,119,47,right,red_curry_pork,94,143,stir_fried_veggie,7,21,6,34
2020_03_09-stir_fried_veggie-35.jpg,87,115,53,right,red_curry_pork,94,143,stir_fried_veggie,7,21,6,34
2020_03_09-stir_fried_veggie-36.jpg,89,110,60,right,red_curry_pork,94,143,stir_fried_veggie,7,21,6,34
