filename,left_sensor,top_sensor,right_sensor,position,left_name,left_total,top_total,right_name,total,right_total
2020_03_12-lhon-1.jpg,87,212,20,right,winter_melon_soup_chicken,86,234,lhon,14,14
2020_03_12-lhon-2.jpg,85,211,20,right,winter_melon_soup_chicken,86,234,lhon,14,14
2020_03_12-lhon-3.jpg,85,212,21,right,winter_melon_soup_chicken,86,234,lhon,14,14
2020_03_12-lhon-4.jpg,86,212,20,right,winter_melon_soup_chicken,86,234,lhon,14,14
2020_03_12-lhon-5.jpg,87,213,22,right,winter_melon_soup_chicken,86,234,lhon,16,16
2020_03_12-lhon-6.jpg,85,216,24,right,winter_melon_soup_chicken,86,234,lhon,16,16
2020_03_12-lhon-7.jpg,83,213,24,right,winter_melon_soup_chicken,86,234,lhon,16,16
2020_03_12-lhon-8.jpg,86,215,23,right,winter_melon_soup_chicken,86,234,lhon,16,16
2020_03_12-lhon-9.jpg,88,212,21,right,winter_melon_soup_chicken,86,234,lhon,16,16
2020_03_12-lhon-10.jpg,90,212,29,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-11.jpg,85,213,31,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-12.jpg,86,213,32,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-13.jpg,87,214,29,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-14.jpg,86,216,32,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-15.jpg,86,212,33,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-16.jpg,89,212,27,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-17.jpg,85,212,31,right,winter_melon_soup_chicken,86,234,lhon,24,24
2020_03_12-lhon-18.jpg,88,212,35,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-19.jpg,88,210,39,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-20.jpg,88,217,33,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-21.jpg,88,215,38,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-22.jpg,87,214,37,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-23.jpg,88,215,36,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-24.jpg,91,212,33,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-25.jpg,90,213,32,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-26.jpg,90,212,36,right,winter_melon_soup_chicken,86,234,lhon,29,29
2020_03_12-lhon-27.jpg,91,210,43,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-28.jpg,88,218,41,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-29.jpg,90,212,44,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-30.jpg,90,212,43,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-31.jpg,86,216,43,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-32.jpg,90,210,43,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-33.jpg,88,207,51,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-34.jpg,89,213,46,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-35.jpg,86,213,46,right,winter_melon_soup_chicken,86,234,lhon,37,37
2020_03_12-lhon-36.jpg,90,209,53,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-37.jpg,87,216,48,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-38.jpg,85,210,61,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-39.jpg,90,207,53,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-40.jpg,88,212,54,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-41.jpg,88,203,63,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-42.jpg,95,202,54,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-43.jpg,86,217,52,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-44.jpg,89,206,55,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-45.jpg,88,211,57,right,winter_melon_soup_chicken,86,234,lhon,45,45
2020_03_12-lhon-46.jpg,91,208,62,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-47.jpg,88,203,71,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-48.jpg,88,217,57,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-49.jpg,90,213,64,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-50.jpg,86,205,70,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-51.jpg,88,200,71,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-52.jpg,87,217,58,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-53.jpg,89,207,68,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-54.jpg,88,206,64,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-55.jpg,85,216,61,right,winter_melon_soup_chicken,86,234,lhon,53,53
2020_03_12-lhon-56.jpg,89,211,68,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-57.jpg,94,209,68,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-58.jpg,82,216,67,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-59.jpg,90,204,73,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-60.jpg,87,205,78,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-61.jpg,89,219,62,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-62.jpg,90,207,73,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-63.jpg,90,209,70,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-64.jpg,90,210,69,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-65.jpg,89,212,68,right,winter_melon_soup_chicken,86,234,lhon,59,59
2020_03_12-lhon-66.jpg,90,210,72,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-67.jpg,93,209,76,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-68.jpg,87,209,83,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-69.jpg,94,211,74,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-70.jpg,86,215,75,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-71.jpg,83,214,78,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-72.jpg,90,217,68,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-73.jpg,92,211,76,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-74.jpg,88,208,78,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-75.jpg,96,204,73,right,winter_melon_soup_chicken,86,234,lhon,65,65
2020_03_12-lhon-76.jpg,99,204,77,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-77.jpg,93,216,73,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-78.jpg,89,207,85,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-79.jpg,88,215,81,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-80.jpg,100,209,73,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-81.jpg,99,199,83,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-82.jpg,95,214,73,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-83.jpg,95,201,86,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-84.jpg,90,213,80,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-85.jpg,100,196,83,right,winter_melon_soup_chicken,86,234,lhon,71,71
2020_03_12-lhon-86.jpg,96,195,88,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-87.jpg,92,218,75,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-88.jpg,88,208,93,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-89.jpg,98,210,81,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-90.jpg,95,211,78,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-91.jpg,96,212,79,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-92.jpg,84,207,98,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-93.jpg,93,208,87,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-94.jpg,92,209,85,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-95.jpg,92,207,88,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-96.jpg,88,216,84,right,winter_melon_soup_chicken,86,234,lhon,77,77
2020_03_12-lhon-97.jpg,91,214,87,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-98.jpg,87,221,88,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-99.jpg,89,205,102,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-100.jpg,99,207,89,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-101.jpg,94,199,104,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-102.jpg,92,216,91,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-103.jpg,93,202,100,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-104.jpg,91,216,87,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-105.jpg,97,210,84,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-106.jpg,88,208,102,right,winter_melon_soup_chicken,86,234,lhon,82,82
2020_03_12-lhon-107.jpg,89,213,72,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-108.jpg,88,204,85,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-109.jpg,86,217,74,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-110.jpg,88,206,84,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-111.jpg,85,216,80,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-112.jpg,90,208,81,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-113.jpg,83,216,79,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-114.jpg,85,210,88,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-115.jpg,90,210,79,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-116.jpg,85,222,74,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-117.jpg,92,214,70,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-118.jpg,89,208,83,right,winter_melon_soup_chicken,86,234,lhon,66,66
2020_03_12-lhon-119.jpg,89,209,65,right,winter_melon_soup_chicken,86,234,lhon,58,58
