filename,left_sensor,top_sensor,right_sensor,position,left_total,top_total,right_name,liquid,veggie,meat,right_total
2020_03_12-stir_fried_veggie-1.jpg,18,95,35,right,0,96,stir_fried_veggie,52,0,0,52
2020_03_12-stir_fried_veggie-2.jpg,19,95,34,right,0,96,stir_fried_veggie,52,0,0,52
2020_03_12-stir_fried_veggie-3.jpg,18,94,34,right,0,96,stir_fried_veggie,52,0,0,52
2020_03_12-stir_fried_veggie-4.jpg,19,94,34,right,0,96,stir_fried_veggie,52,0,0,52
2020_03_12-stir_fried_veggie-5.jpg,19,94,33,right,0,96,stir_fried_veggie,52,0,0,52
2020_03_12-stir_fried_veggie-6.jpg,19,95,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-7.jpg,19,95,39,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-8.jpg,18,94,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-9.jpg,19,95,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-10.jpg,19,95,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-11.jpg,19,95,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-12.jpg,19,95,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-13.jpg,18,94,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-14.jpg,19,95,38,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-15.jpg,13,96,42,right,0,96,stir_fried_veggie,52,0,5,57
2020_03_12-stir_fried_veggie-16.jpg,13,97,40,right,0,96,stir_fried_veggie,52,0,2,54
2020_03_12-stir_fried_veggie-17.jpg,14,97,39,right,0,96,stir_fried_veggie,52,0,2,54
2020_03_12-stir_fried_veggie-18.jpg,13,96,40,right,0,96,stir_fried_veggie,52,0,2,54
2020_03_12-stir_fried_veggie-19.jpg,14,96,39,right,0,96,stir_fried_veggie,52,0,2,54
2020_03_12-stir_fried_veggie-20.jpg,13,96,40,right,0,96,stir_fried_veggie,52,0,2,54
