filename,left_sensor,top_sensor,right_sensor,position,left_name,liquid,veggie,meat,left_total,top_total,right_total
2020_03_03-choy_sum_spicy_soup_pork-1.jpg,4,0,3,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-2.jpg,7,0,3,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-3.jpg,9,0,4,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-4.jpg,10,0,2,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-5.jpg,10,0,3,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-6.jpg,11,0,2,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-7.jpg,11,0,0,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-8.jpg,11,0,1,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-9.jpg,11,0,1,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-10.jpg,12,0,2,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-11.jpg,12,0,1,left,choy_sum_spicy_soup_pork,0,10,0,10,0,0
2020_03_03-choy_sum_spicy_soup_pork-12.jpg,19,0,2,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-13.jpg,19,0,2,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-14.jpg,19,0,2,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-15.jpg,19,0,7,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-16.jpg,19,0,2,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-17.jpg,17,0,4,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-18.jpg,18,0,4,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-19.jpg,19,0,2,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-20.jpg,18,0,6,left,choy_sum_spicy_soup_pork,0,19,0,19,0,0
2020_03_03-choy_sum_spicy_soup_pork-21.jpg,34,0,10,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-22.jpg,37,0,4,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-23.jpg,36,0,10,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-24.jpg,36,0,9,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-25.jpg,34,0,4,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-26.jpg,37,0,7,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-27.jpg,35,0,4,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-28.jpg,33,0,6,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-29.jpg,32,0,10,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-30.jpg,36,0,12,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-31.jpg,49,0,15,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-32.jpg,51,0,8,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-33.jpg,50,0,17,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-34.jpg,52,0,10,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-35.jpg,50,0,4,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-36.jpg,49,0,15,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
2020_03_03-choy_sum_spicy_soup_pork-37.jpg,50,0,16,left,choy_sum_spicy_soup_pork,0,41,0,41,0,0
